jugador,season,Posicion,total_intentos,partidos_jugados,intentos_aro,intentos_cerca,intentos_media_distancia,intentos_triple,intentos_tiro_libre,acierto_aro,acierto_cerca,acierto_media_distancia,acierto_triple,acierto_tiro_libre,proporcion_aro,proporcion_cerca,proporcion_media_distancia,proporcion_triple,proporcion_tiro_libre,porcentaje_acierto_global,altura,edad,peso
Aaron Wiggins,2024,G,506,85,163,90,31,140,82,0.7055214723926381,0.5,0.3870967741935484,0.45,0.8048780487804879,0.3221343873517787,0.17786561264822134,0.06126482213438735,0.2766798418972332,0.16205533596837945,0.5948616600790514,1.96,25,190
Abdel Nader,2018,F,207,46,40,39,16,69,43,0.475,0.23076923076923078,0.25,0.3333333333333333,0.5813953488372093,0.1932367149758454,0.18840579710144928,0.07729468599033816,0.3333333333333333,0.20772946859903382,0.3864734299516908,1.96,24,225
Abdel Nader,2019,F,253,55,74,36,10,97,36,0.581081081081081,0.4166666666666667,0.3,0.31958762886597936,0.75,0.2924901185770751,0.1422924901185771,0.039525691699604744,0.383399209486166,0.1422924901185771,0.47035573122529645,1.96,25,225
Abdel Nader,2020,F,338,56,56,60,24,130,68,0.7142857142857143,0.45,0.3333333333333333,0.3769230769230769,0.7647058823529411,0.16568047337278108,0.17751479289940827,0.07100591715976332,0.38461538461538464,0.20118343195266272,0.5207100591715976,1.96,26,225
Abdel Nader,2021,F,159,26,40,30,9,43,37,0.675,0.4,0.2222222222222222,0.4186046511627907,0.7567567567567568,0.25157232704402516,0.18867924528301888,0.05660377358490566,0.27044025157232704,0.23270440251572327,0.5471698113207547,1.96,27,225
Acie Law,2010,G,124,24,45,5,9,16,49,0.5777777777777777,0,0.4444444444444444,0.3125,0.7755102040816326,0.3629032258064516,0.04032258064516129,0.07258064516129033,0.12903225806451613,0.3951612903225806,0.5887096774193549,1.91,25,195
Acie Law,2011,G,250,47,73,29,48,36,64,0.6575342465753424,0.2413793103448276,0.4166666666666667,0.16666666666666666,0.734375,0.292,0.116,0.192,0.144,0.256,0.512,1.91,26,195
Adam Morrison,2010,F,97,31,12,19,36,22,8,0.6666666666666666,0.47368421052631576,0.3611111111111111,0.18181818181818182,0.625,0.12371134020618557,0.1958762886597938,0.3711340206185567,0.2268041237113402,0.08247422680412371,0.4020618556701031,2.03,25,205
Admiral Schofield,2020,G-F,106,22,14,10,8,59,15,0.5714285714285714,0.4,0.5,0.3220338983050847,0.6666666666666666,0.1320754716981132,0.09433962264150944,0.07547169811320754,0.5566037735849056,0.14150943396226415,0.42452830188679247,1.96,22,241
Admiral Schofield,2022,G-F,144,34,15,31,5,78,15,0.6,0.5161290322580645,0.6,0.3333333333333333,0.8,0.10416666666666667,0.2152777777777778,0.034722222222222224,0.5416666666666666,0.10416666666666667,0.4583333333333333,1.96,24,241
Admiral Schofield,2023,G-F,145,29,23,24,1,74,23,0.6521739130434783,0.6666666666666666,0,0.32432432432432434,0.9130434782608695,0.15862068965517243,0.16551724137931034,0.006896551724137931,0.5103448275862069,0.15862068965517243,0.5241379310344828,1.96,25,241
Adreian Payne,2015,F-C,266,32,57,57,97,9,46,0.5087719298245614,0.42105263157894735,0.38144329896907214,0.1111111111111111,0.6521739130434783,0.21428571428571427,0.21428571428571427,0.36466165413533835,0.03383458646616541,0.17293233082706766,0.4548872180451128,2.08,23,237
Adreian Payne,2016,F-C,170,45,32,32,49,31,26,0.59375,0.25,0.3469387755102041,0.25806451612903225,0.6538461538461539,0.18823529411764706,0.18823529411764706,0.28823529411764703,0.18235294117647058,0.15294117647058825,0.40588235294117647,2.08,24,237
Al Harrington,2010,F,1347,72,350,78,193,409,317,0.6142857142857143,0.3076923076923077,0.35751295336787564,0.3422982885085575,0.7570977917981072,0.25983667409057165,0.05790645879732739,0.1432813659985152,0.303637713437268,0.23533778767631774,0.5107646622123236,2.06,29,230
Al Harrington,2011,F,818,78,192,77,90,338,121,0.578125,0.38961038961038963,0.3111111111111111,0.3609467455621302,0.7355371900826446,0.23471882640586797,0.0941320293398533,0.1100244498777506,0.4132029339853301,0.14792176039119803,0.46454767726161367,2.06,30,230
Al Harrington,2014,F,264,39,66,25,25,106,42,0.6060606060606061,0.28,0.28,0.32075471698113206,0.7619047619047619,0.25,0.0946969696969697,0.0946969696969697,0.4015151515151515,0.1590909090909091,0.45454545454545453,2.06,33,230
Al Horford,2010,C-F,1282,93,337,300,341,2,302,0.7270029673590505,0.45,0.4574780058651026,1,0.7913907284768212,0.2628705148205928,0.23400936037441497,0.265990639625585,0.0015600624024961,0.23556942277691106,0.6060842433697348,2.03,23,240
Al Horford,2011,C-F,1275,90,233,258,564,6,214,0.7682403433476395,0.4496124031007752,0.4875886524822695,0.3333333333333333,0.794392523364486,0.18274509803921568,0.2023529411764706,0.4423529411764706,0.004705882352941176,0.16784313725490196,0.5819607843137254,2.03,24,240
Al Horford,2013,C-F,1377,80,375,255,506,6,235,0.7626666666666667,0.4470588235294118,0.4209486166007905,0.5,0.6468085106382979,0.27233115468409586,0.18518518518518517,0.3674655047204067,0.004357298474945534,0.17066085693536673,0.5577342047930284,2.03,26,240
Al Horford,2014,C-F,505,29,123,89,197,11,85,0.7560975609756098,0.4943820224719101,0.49238578680203043,0.36363636363636365,0.6823529411764706,0.24356435643564356,0.17623762376237623,0.3900990099009901,0.02178217821782178,0.16831683168316833,0.5861386138613861,2.03,27,240
Al Horford,2015,C-F,1339,93,325,253,556,44,161,0.7723076923076924,0.4189723320158103,0.460431654676259,0.29545454545454547,0.7577639751552795,0.24271844660194175,0.18894697535474234,0.4152352501867065,0.03286034353995519,0.12023898431665422,0.5586258401792382,2.03,28,240
Al Horford,2016,C-F,1275,92,298,182,370,282,143,0.7315436241610739,0.4175824175824176,0.43783783783783786,0.3475177304964539,0.8111888111888111,0.23372549019607844,0.14274509803921567,0.2901960784313726,0.2211764705882353,0.11215686274509803,0.5254901960784314,2.03,29,240
Al Horford,2017,C-F,1152,86,214,230,252,292,164,0.7242990654205608,0.49130434782608695,0.43253968253968256,0.3835616438356164,0.7926829268292683,0.1857638888888889,0.1996527777777778,0.21875,0.2534722222222222,0.1423611111111111,0.5373263888888888,2.03,30,240
Al Horford,2018,C-F,1158,92,196,264,235,266,197,0.7857142857142857,0.45075757575757575,0.41702127659574467,0.41353383458646614,0.8020304568527918,0.1692573402417962,0.22797927461139897,0.20293609671848015,0.229706390328152,0.17012089810017272,0.5518134715025906,2.03,31,240
Al Horford,2019,C-F,948,77,175,175,239,244,115,0.7428571428571429,0.52,0.5146443514644351,0.36475409836065575,0.8260869565217391,0.18459915611814345,0.18459915611814345,0.2521097046413502,0.25738396624472576,0.12130801687763713,0.5569620253164557,2.03,32,240
Al Horford,2020,C-F,821,71,131,140,181,282,87,0.7404580152671756,0.42142857142857143,0.425414364640884,0.3475177304964539,0.7471264367816092,0.15956151035322777,0.1705237515225335,0.220462850182704,0.34348355663824603,0.10596833130328867,0.4823386114494519,2.03,33,240
Al Horford,2021,C-F,382,28,53,88,69,150,22,0.6981132075471698,0.4659090909090909,0.4057971014492754,0.37333333333333335,0.8181818181818182,0.1387434554973822,0.23036649214659685,0.1806282722513089,0.39267015706806285,0.05759162303664921,0.4712041884816754,2.03,34,240
Al Horford,2022,C-F,893,92,110,196,94,362,131,0.7909090909090909,0.4897959183673469,0.5212765957446809,0.3729281767955801,0.8244274809160306,0.12318029115341546,0.21948488241881298,0.10526315789473684,0.4053751399776036,0.14669652855543114,0.5319148936170213,2.03,35,240
Al Horford,2023,C-F,636,83,67,91,37,416,25,0.7164179104477612,0.5494505494505495,0.2702702702702703,0.4110576923076923,0.72,0.10534591194968554,0.1430817610062893,0.05817610062893082,0.6540880503144654,0.03930817610062893,0.4669811320754717,2.03,36,240
Al Horford,2024,C-F,597,84,87,93,31,345,41,0.8390804597701149,0.5591397849462365,0.41935483870967744,0.4115942028985507,0.8048780487804879,0.1457286432160804,0.15577889447236182,0.051926298157453935,0.5778894472361809,0.06867671691792294,0.52428810720268,2.03,37,240
Al Jefferson,2010,C-F,1369,75,343,344,416,3,263,0.6880466472303207,0.4941860465116279,0.35096153846153844,0,0.6806083650190115,0.2505478451424397,0.2512783053323594,0.30387143900657415,0.002191380569758948,0.19211102994886778,0.5339663988312637,2.08,25,289
Al Jefferson,2011,C-F,1605,82,381,475,462,0,287,0.6614173228346457,0.45263157894736844,0.4025974025974026,NA,0.759581881533101,0.23738317757009345,0.29595015576323985,0.28785046728971964,0,0.17881619937694704,0.5426791277258567,2.08,26,289
Al Jefferson,2013,C-F,1450,78,268,391,558,16,217,0.7276119402985075,0.47570332480818417,0.4068100358422939,0.125,0.7695852534562212,0.18482758620689654,0.2696551724137931,0.38482758620689655,0.011034482758620689,0.14965517241379311,0.5358620689655172,2.08,28,289
Al Jefferson,2014,C-F,1711,76,380,485,550,14,282,0.6815789473684211,0.51340206185567006,0.3927272727272727,0.14285714285714285,0.6914893617021277,0.22209234365867914,0.28345996493278786,0.32144944476914084,0.008182349503214495,0.16481589713617767,0.538281706604325,2.08,29,289
Al Jefferson,2015,C-F,1173,65,264,385,354,5,165,0.6401515151515151,0.44155844155844154,0.403954802259887,0.4,0.6545454545454545,0.22506393861892582,0.32821824381926684,0.30179028132992325,0.004262574595055414,0.14066496163682865,0.5046888320545609,2.08,30,289
Al Jefferson,2016,C-F,711,54,156,210,221,0,124,0.6730769230769231,0.40476190476190477,0.4343891402714932,NA,0.6532258064516129,0.21940928270042195,0.29535864978902954,0.3108298171589311,0,0.17440225035161744,0.5161744022503516,2.08,31,289
Al Jefferson,2017,C-F,553,65,131,182,154,1,85,0.6564885496183206,0.532967032967033,0.33116883116883117,0,0.7647058823529411,0.23688969258589512,0.3291139240506329,0.27848101265822783,0.0018083182640144665,0.15370705244122965,0.5406871609403255,2.08,32,289
Al Jefferson,2018,C-F,244,34,55,64,86,3,36,0.5818181818181818,0.5625,0.5,0,0.8333333333333334,0.22540983606557377,0.26229508196721313,0.3524590163934426,0.012295081967213115,0.14754098360655737,0.5778688524590164,2.08,33,289
Al Thornton,2010,F,875,74,246,67,323,31,208,0.6585365853658537,0.3283582089552239,0.37770897832817335,0.3548387096774194,0.7259615384615384,0.28114285714285714,0.07657142857142857,0.36914285714285716,0.03542857142857143,0.2377142857142857,0.5348571428571428,2.03,26,220
Al Thornton,2011,F,573,70,120,83,202,26,142,0.725,0.39759036144578314,0.400990099009901,0.15384615384615385,0.7746478873239436,0.2094240837696335,0.14485165794066318,0.3525305410122164,0.04537521815008726,0.24781849912739964,0.5497382198952879,2.03,27,220
Al-Farouq Aminu,2011,F,518,75,115,82,63,143,115,0.6260869565217392,0.3780487804878049,0.1746031746031746,0.3146853146853147,0.7739130434782608,0.222007722007722,0.1583011583011583,0.12162162162162163,0.27606177606177607,0.222007722007722,0.47876447876447875,2.06,20,220
Al-Farouq Aminu,2013,F,609,74,215,122,116,19,137,0.6697674418604651,0.3524590163934426,0.28448275862068967,0.21052631578947367,0.7372262773722628,0.3530377668308703,0.20032840722495895,0.19047619047619047,0.031198686371100164,0.22495894909688013,0.5336617405582923,2.06,22,220
Al-Farouq Aminu,2014,F,631,80,219,107,120,48,137,0.6712328767123288,0.308411214953271,0.3416666666666667,0.2708333333333333,0.6642335766423357,0.347068145800317,0.16957210776545167,0.1901743264659271,0.07606973058637084,0.21711568938193343,0.5150554675118859,2.06,23,220
Al-Farouq Aminu,2015,F,525,78,152,62,42,132,137,0.6447368421052632,0.24193548387096775,0.2857142857142857,0.29545454545454547,0.7226277372262774,0.2895238095238095,0.1180952380952381,0.08,0.25142857142857145,0.26095238095238094,0.5009523809523809,2.06,24,220
Al-Farouq Aminu,2016,F,1022,93,195,108,118,416,185,0.5897435897435898,0.32407407407407407,0.3644067796610169,0.36778846153846156,0.7351351351351352,0.1908023483365949,0.10567514677103718,0.11545988258317025,0.4070450097847358,0.18101761252446183,0.47162426614481406,2.06,25,220
Al-Farouq Aminu,2017,F,649,65,152,73,50,227,147,0.5328947368421053,0.3150684931506849,0.4,0.3303964757709251,0.7006802721088435,0.23420647149460708,0.11248073959938366,0.07704160246533127,0.349768875192604,0.22650231124807396,0.46533127889060094,2.06,26,220
Al-Farouq Aminu,2018,F,716,73,128,83,63,360,82,0.640625,0.3253012048192771,0.19047619047619047,0.37777777777777777,0.7439024390243902,0.1787709497206704,0.11592178770949721,0.08798882681564246,0.5027932960893855,0.11452513966480447,0.4441340782122905,2.06,27,220
Al-Farouq Aminu,2019,F,911,97,220,100,55,327,209,0.6090909090909091,0.4,0.23636363636363636,0.3302752293577982,0.84688995215311,0.2414928649835346,0.10976948408342481,0.06037321624588365,0.3589462129527991,0.22941822173435786,0.5181119648737651,2.06,28,220
Al-Farouq Aminu,2020,F,115,18,20,24,9,33,29,0.5,0.16666666666666666,0.2222222222222222,0.2727272727272727,0.6551724137931034,0.17391304347826086,0.20869565217391303,0.0782608695652174,0.28695652173913044,0.25217391304347825,0.3826086956521739,2.06,29,220
Al-Farouq Aminu,2021,F,121,23,21,30,11,37,22,0.5238095238095238,0.43333333333333335,0.5454545454545454,0.21621621621621623,0.8181818181818182,0.17355371900826447,0.24793388429752067,0.09090909090909091,0.30578512396694213,0.18181818181818182,0.4628099173553719,2.06,30,220
Alan Anderson,2013,G-F,763,65,85,93,160,278,147,0.6823529411764706,0.3655913978494624,0.3125,0.33093525179856115,0.8571428571428571,0.11140235910878113,0.1218872870249017,0.20969855832241152,0.36435124508519,0.1926605504587156,0.47182175622542594,1.98,30,220
Alan Anderson,2014,G-F,683,89,94,54,122,277,136,0.6702127659574468,0.2777777777777778,0.4016393442622951,0.33212996389891697,0.7647058823529411,0.1376281112737921,0.07906295754026355,0.17862371888726208,0.4055636896046852,0.19912152269399708,0.47291361639824303,1.98,31,220
Alan Anderson,2015,G-F,590,80,102,61,94,223,110,0.7254901960784313,0.4262295081967213,0.39361702127659576,0.36771300448430494,0.8,0.17288135593220338,0.10338983050847457,0.15932203389830507,0.37796610169491524,0.1864406779661017,0.5203389830508475,1.98,32,220
Alan Anderson,2017,G-F,96,29,12,10,15,43,16,0.9166666666666666,0.2,0.2,0.32558139534883723,0.75,0.125,0.10416666666666667,0.15625,0.4479166666666667,0.16666666666666666,0.4375,1.98,34,220
Alan Williams,2017,F-C,378,44,124,116,25,1,112,0.6209677419354839,0.43103448275862066,0.4,0,0.625,0.328042328042328,0.30687830687830686,0.06613756613756613,0.0026455026455026454,0.2962962962962963,0.5476190476190477,2.03,24,265
Alec Burks,2013,G,514,64,104,69,120,92,129,0.5961538461538461,0.3333333333333333,0.35,0.358695652173913,0.7131782945736435,0.20233463035019456,0.13424124513618677,0.23346303501945526,0.17898832684824903,0.2509727626459144,0.490272373540856,1.96,21,214
Alec Burks,2014,G,1204,78,275,173,244,139,373,0.6509090909090909,0.36416184971098264,0.36475409836065575,0.35251798561151076,0.7479892761394102,0.22840531561461794,0.143687707641196,0.2026578073089701,0.11544850498338871,0.30980066445182725,0.5473421926910299,1.96,22,214
Alec Burks,2015,G,429,27,75,67,91,67,129,0.5333333333333333,0.3283582089552239,0.37362637362637363,0.373134328358209,0.8217054263565892,0.17482517482517482,0.1561771561771562,0.21212121212121213,0.1561771561771562,0.3006993006993007,0.5291375291375291,1.96,23,214
Alec Burks,2016,G,474,30,81,65,110,77,141,0.5679012345679012,0.35384615384615387,0.32727272727272727,0.4025974025974026,0.75177304964539,0.17088607594936708,0.1371308016877637,0.2320675105485232,0.16244725738396623,0.2974683544303797,0.510548523206751,1.96,24,214
Alec Burks,2017,G,326,41,61,53,61,73,78,0.4098360655737705,0.41509433962264153,0.4426229508196721,0.3287671232876712,0.7692307692307693,0.18711656441717792,0.16257668711656442,0.18711656441717792,0.22392638036809817,0.2392638036809816,0.48466257668711654,1.96,25,214
Alec Burks,2018,G,615,71,104,108,111,153,139,0.6538461538461539,0.3333333333333333,0.38738738738738737,0.3464052287581699,0.8633093525179856,0.16910569105691056,0.17560975609756097,0.18048780487804877,0.24878048780487805,0.22601626016260162,0.5203252032520326,1.96,26,214
Alec Burks,2019,G,615,60,124,93,97,160,141,0.5967741935483871,0.3548387096774194,0.27835051546391754,0.3625,0.8226950354609929,0.2016260162601626,0.15121951219512195,0.15772357723577235,0.2601626016260163,0.22926829268292684,0.5008130081300813,1.96,27,214
Alec Burks,2020,G,1091,70,134,160,230,293,274,0.582089552238806,0.35625,0.3869565217391304,0.38566552901023893,0.8832116788321168,0.1228230980751604,0.1466544454628781,0.21081576535288726,0.2685609532538955,0.25114573785517874,0.5307057745187901,1.96,28,214
Alec Burks,2021,G,692,54,81,73,148,253,137,0.5432098765432098,0.3698630136986301,0.4189189189189189,0.39920948616600793,0.8394160583941606,0.11705202312138728,0.10549132947976879,0.2138728323699422,0.36560693641618497,0.19797687861271676,0.5043352601156069,1.96,29,214
Alec Burks,2022,G,992,81,76,132,150,370,264,0.47368421052631576,0.3333333333333333,0.38,0.4,0.821969696969697,0.07661290322580645,0.13306451612903225,0.15120967741935484,0.37298387096774194,0.2661290322580645,0.5060483870967742,1.96,30,214
Alec Burks,2023,G,647,51,31,74,128,226,188,0.5806451612903226,0.4594594594594595,0.4453125,0.4026548672566372,0.8138297872340425,0.04791344667697063,0.1143740340030912,0.19783616692426584,0.34930448222565685,0.29057187017001546,0.5455950540958269,1.96,31,214
Alec Burks,2024,G,818,72,48,84,158,329,199,0.5,0.3333333333333333,0.3670886075949367,0.3799392097264438,0.864321608040201,0.05867970660146699,0.10268948655256724,0.19315403422982885,0.402200488997555,0.24327628361858192,0.49755501222493886,1.96,32,214
Alec Peters,2018,F,84,19,10,2,5,57,10,0.6,1,0.6,0.2982456140350877,0.8,0.11904761904761904,0.023809523809523808,0.05952380952380952,0.6785714285714286,0.11904761904761904,0.42857142857142855,2.06,22,235
Aleksej Pokusevski,2021,F,450,45,53,62,101,192,42,0.5471698113207547,0.3709677419354839,0.32673267326732675,0.28125,0.7380952380952381,0.11777777777777777,0.13777777777777778,0.22444444444444445,0.4266666666666667,0.09333333333333334,0.37777777777777777,2.13,19,210
Aleksej Pokusevski,2022,F,506,61,78,126,66,186,50,0.717948717948718,0.4365079365079365,0.3181818181818182,0.2903225806451613,0.7,0.1541501976284585,0.2490118577075099,0.13043478260869565,0.3675889328063241,0.09881422924901186,0.4367588932806324,2.13,20,210
Aleksej Pokusevski,2023,F,284,34,69,54,23,103,35,0.6231884057971014,0.3888888888888889,0.2608695652173913,0.36893203883495146,0.6285714285714286,0.24295774647887325,0.19014084507042253,0.08098591549295775,0.3626760563380282,0.12323943661971831,0.45774647887323944,2.13,21,210
Aleksej Pokusevski,2024,F,162,28,24,28,18,51,41,0.7916666666666666,0.32142857142857145,0.2777777777777778,0.3137254901960784,0.7317073170731707,0.14814814814814814,0.1728395061728395,0.1111111111111111,0.3148148148148148,0.25308641975308643,0.4876543209876543,2.13,22,210
Alex Caruso,2018,G,146,34,32,17,26,41,30,0.75,0.4117647058823529,0.2692307692307692,0.2926829268292683,0.7,0.2191780821917808,0.11643835616438356,0.1780821917808219,0.2808219178082192,0.2054794520547945,0.4863013698630137,1.96,23,186
Alex Caruso,2019,G,237,20,64,29,34,46,64,0.578125,0.27586206896551724,0.2647058823529412,0.5,0.796875,0.270042194092827,0.12236286919831224,0.14345991561181434,0.1940928270042194,0.270042194092827,0.540084388185654,1.96,24,186
Alex Caruso,2020,G,521,84,114,67,47,171,122,0.7105263157894737,0.3283582089552239,0.1702127659574468,0.3157894736842105,0.7459016393442623,0.21880998080614203,0.12859884836852206,0.09021113243761997,0.32821497120921306,0.23416506717850288,0.491362763915547,1.96,25,186
Alex Caruso,2021,G,433,65,87,57,57,154,78,0.632183908045977,0.3333333333333333,0.3333333333333333,0.38961038961038963,0.6538461538461539,0.20092378752886836,0.13163972286374134,0.13163972286374134,0.3556581986143187,0.18013856812933027,0.47113163972286376,1.96,26,186
Alex Caruso,2022,G,353,44,59,48,33,140,73,0.6271186440677966,0.3333333333333333,0.3333333333333333,0.3357142857142857,0.7945205479452054,0.1671388101983003,0.1359773371104816,0.09348441926345609,0.39660056657223797,0.20679886685552407,0.47875354107648727,1.96,27,186
Alex Caruso,2023,G,378,68,83,38,25,159,73,0.7228915662650602,0.3157894736842105,0.4,0.36477987421383645,0.8082191780821918,0.21957671957671956,0.10052910052910052,0.06613756613756613,0.42063492063492064,0.1931216931216931,0.5264550264550265,1.96,28,186
Alex Caruso,2024,G,648,73,105,74,51,322,96,0.7047619047619048,0.3783783783783784,0.49019607843137253,0.40372670807453415,0.7604166666666666,0.16203703703703703,0.11419753086419752,0.0787037037037037,0.49691358024691357,0.14814814814814814,0.5092592592592593,1.96,29,186
Alex Len,2014,C,109,33,36,17,25,0,31,0.5833333333333334,0.4117647058823529,0.2,NA,0.6451612903225806,0.3302752293577982,0.1559633027522936,0.22935779816513763,0,0.28440366972477066,0.48623853211009177,2.13,20,250
Alex Len,2015,C,442,68,175,64,99,3,101,0.6914285714285714,0.28125,0.31313131313131315,0.3333333333333333,0.693069306930693,0.39592760180995473,0.14479638009049775,0.2239819004524887,0.006787330316742082,0.22850678733031674,0.5452488687782805,2.13,21,250
Alex Len,2016,C,848,74,250,153,199,7,239,0.576,0.28104575163398693,0.32160804020100503,0.14285714285714285,0.7280334728033473,0.294811320754717,0.1804245283018868,0.2346698113207547,0.008254716981132075,0.2818396226415094,0.5023584905660378,2.13,22,250
Alex Len,2017,C,670,77,230,115,105,12,208,0.6782608695652174,0.34782608695652173,0.29523809523809524,0.25,0.7211538461538461,0.34328358208955223,0.17164179104477612,0.15671641791044777,0.01791044776119403,0.31044776119402984,0.5671641791044776,2.13,23,250
Alex Len,2018,C,605,69,263,75,35,3,229,0.6730038022813688,0.32,0.34285714285714286,0.3333333333333333,0.6855895196506551,0.43471074380165287,0.12396694214876033,0.05785123966942149,0.0049586776859504135,0.3785123966942149,0.6132231404958678,2.13,24,250
Alex Len,2019,C,864,76,299,104,42,203,216,0.6488294314381271,0.38461538461538464,0.2857142857142857,0.3645320197044335,0.6481481481481481,0.3460648148148148,0.12037037037037036,0.04861111111111111,0.2349537037037037,0.25,0.5324074074074074,2.13,25,250
Alex Len,2020,C,424,54,164,75,21,59,105,0.7073170731707317,0.5066666666666667,0.3333333333333333,0.2711864406779661,0.6476190476190476,0.3867924528301887,0.17688679245283018,0.049528301886792456,0.1391509433962264,0.24764150943396226,0.5778301886792453,2.13,26,250
Alex Len,2021,C,427,65,105,154,18,25,125,0.7619047619047619,0.5844155844155844,0.2777777777777778,0.32,0.624,0.2459016393442623,0.36065573770491804,0.04215456674473068,0.0585480093676815,0.2927400468384075,0.6112412177985949,2.13,27,250
Alex Len,2022,C,239,39,63,67,25,21,63,0.746031746031746,0.44776119402985076,0.44,0.2857142857142857,0.6507936507936508,0.26359832635983266,0.2803347280334728,0.10460251046025104,0.08786610878661087,0.26359832635983266,0.5648535564853556,2.13,28,250
Alex Len,2024,C,117,39,38,35,7,3,34,0.8157894736842105,0.42857142857142855,0.5714285714285714,0,0.5882352941176471,0.3247863247863248,0.29914529914529914,0.05982905982905983,0.02564102564102564,0.2905982905982906,0.5982905982905983,2.13,30,250
Alex Poythress,2019,F,109,18,41,14,3,22,29,0.6097560975609756,0.42857142857142855,0,0.4090909090909091,0.6206896551724138,0.3761467889908257,0.12844036697247707,0.027522935779816515,0.2018348623853211,0.26605504587155965,0.5321100917431193,2.06,25,235
Alexey Shved,2013,G,773,75,129,67,151,278,148,0.6124031007751938,0.373134328358209,0.31788079470198677,0.28776978417266186,0.7162162162162162,0.16688227684346701,0.08667529107373868,0.19534282018111254,0.35963777490297544,0.19146183699870634,0.4372574385510996,1.98,24,190
Alexey Shved,2014,G,327,59,67,24,45,102,89,0.5373134328358209,0.25,0.1111111111111111,0.29411764705882354,0.7528089887640449,0.20489296636085627,0.07339449541284404,0.13761467889908258,0.3119266055045872,0.27217125382262997,0.44036697247706424,1.98,25,190
Alexey Shved,2015,G,476,40,98,48,49,133,148,0.6020408163265306,0.2708333333333333,0.2857142857142857,0.3458646616541353,0.8108108108108109,0.20588235294117646,0.10084033613445378,0.10294117647058823,0.27941176470588236,0.31092436974789917,0.5294117647058824,1.98,26,190
Alfonzo McKinnie,2019,F,393,86,113,49,25,148,58,0.7256637168141593,0.3469387755102041,0.44,0.33783783783783783,0.5344827586206896,0.2875318066157761,0.12468193384223919,0.06361323155216285,0.37659033078880405,0.1475826972010178,0.4860050890585242,2.01,26,215
Alfonzo McKinnie,2020,F,202,36,60,31,17,63,31,0.7,0.41935483870967744,0.23529411764705882,0.2222222222222222,0.7096774193548387,0.297029702970297,0.15346534653465346,0.08415841584158416,0.3118811881188119,0.15346534653465346,0.47029702970297027,2.01,27,215
Alfonzo McKinnie,2021,F,114,32,25,18,12,41,18,0.68,0.5555555555555556,0.4166666666666667,0.3902439024390244,0.5555555555555556,0.21929824561403508,0.15789473684210525,0.10526315789473684,0.35964912280701755,0.15789473684210525,0.5087719298245614,2.01,28,215
Alize Johnson,2021,F,88,19,27,35,7,6,13,0.8148148148148148,0.45714285714285713,0.7142857142857143,0.16666666666666666,1,0.3068181818181818,0.3977272727272727,0.07954545454545454,0.06818181818181818,0.14772727272727273,0.6477272727272727,2.06,24,212
Allen Crabbe,2015,G-F,174,46,33,5,34,86,16,0.8484848484848485,0.4,0.17647058823529413,0.36046511627906974,0.75,0.1896551724137931,0.028735632183908046,0.19540229885057472,0.4942528735632184,0.09195402298850575,0.4540229885057471,1.96,22,212
Allen Crabbe,2016,G-F,876,92,92,55,281,316,132,0.6956521739130435,0.4,0.4626334519572954,0.40189873417721517,0.8484848484848485,0.1050228310502283,0.06278538812785388,0.3207762557077626,0.3607305936073059,0.1506849315068493,0.519406392694064,1.96,23,212
Allen Crabbe,2017,G-F,798,83,97,63,199,312,127,0.6597938144329897,0.3968253968253968,0.44221105527638194,0.4326923076923077,0.8346456692913385,0.12155388471177944,0.07894736842105263,0.24937343358395989,0.39097744360902253,0.15914786967418545,0.5238095238095238,1.96,24,212
Allen Crabbe,2018,G-F,943,74,61,78,155,514,135,0.7704918032786885,0.48717948717948717,0.32903225806451614,0.377431906614786,0.8518518518518519,0.06468716861081654,0.08271474019088017,0.16436903499469777,0.545068928950159,0.14316012725344646,0.471898197242842,1.96,25,212
Allen Crabbe,2019,G-F,428,43,30,23,61,258,56,0.6333333333333333,0.13043478260869565,0.29508196721311475,0.375968992248062,0.7321428571428571,0.07009345794392523,0.053738317757009345,0.1425233644859813,0.602803738317757,0.1308411214953271,0.4158878504672897,1.96,26,212
Allen Crabbe,2020,G-F,191,37,9,19,32,117,14,0.7777777777777778,0.3684210526315789,0.40625,0.3076923076923077,0.7142857142857143,0.04712041884816754,0.09947643979057591,0.16753926701570682,0.612565445026178,0.07329842931937172,0.38219895287958117,1.96,27,212
Allen Iverson,2010,G,447,28,62,34,195,25,131,0.46774193548387094,0.29411764705882354,0.4512820512820513,0.36,0.7938931297709924,0.13870246085011187,0.07606263982102908,0.436241610738255,0.05592841163310962,0.2930648769574944,0.5369127516778524,1.83,34,165
Allonzo Trier,2019,G,741,64,183,49,162,124,223,0.6229508196721312,0.1836734693877551,0.35802469135802467,0.4112903225806452,0.8026905829596412,0.24696356275303644,0.06612685560053981,0.21862348178137653,0.16734143049932523,0.300944669365722,0.5546558704453441,1.93,23,200
Allonzo Trier,2020,G,149,24,20,8,27,51,43,0.7,0.25,0.5925925925925926,0.37254901960784315,0.7906976744186046,0.1342281879194631,0.053691275167785234,0.18120805369127516,0.3422818791946309,0.28859060402684567,0.5704697986577181,1.93,24,200
